area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_num,price_inr,price_per_sqft,is_ready
Super built-up  Area,Ready To Move,Srirampuram,3 BHK,,1485,2.0,1.0,156.0,3,1485.0,15600000.0,10505.050505050505,1
Super built-up  Area,Ready To Move,Ejipura,3 BHK,Emsic C,2070,3.0,3.0,135.0,3,2070.0,13500000.0,6521.739130434783,1
Built-up  Area,17-Mar,Kannamangala,2 BHK,VBownre,957,2.0,0.0,52.5,2,957.0,5250000.0,5485.8934169279,0
Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,,2400,4.0,1.0,310.0,5,2400.0,31000000.0,12916.666666666666,1
Super built-up  Area,18-Dec,Bannerghatta Road,2 BHK,Uncioe ,1268,2.0,1.0,69.0,2,1268.0,6900000.0,5441.640378548896,0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1450,2.0,2.0,87.0,3,1450.0,8700000.0,6000.0,1
Built-up  Area,Ready To Move,Manorayana Palya,3 BHK,Bhncy V,1600,2.0,2.0,75.0,3,1600.0,7500000.0,4687.5,1
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330,2.0,1.0,57.0,3,1330.0,5700000.0,4285.714285714285,1
Super built-up  Area,Ready To Move,Jakkur,3 BHK,Paurt C,1355,2.0,2.0,65.0,3,1355.0,6500000.0,4797.047970479704,1
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1272,2.0,2.0,51.5,2,1272.0,5150000.0,4048.7421383647797,1
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,SSaveik,1100,2.0,1.0,38.49,2,1100.0,3849000.0,3499.090909090909,1
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,2.0,58.0,3,1220.0,5800000.0,4754.098360655737,1
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1075,2.0,1.0,46.76,2,1075.0,4676000.0,4349.767441860465,1
Super built-up  Area,Ready To Move,Lingarajapuram,2 BHK,,800,2.0,1.0,55.0,2,800.0,5500000.0,6875.0,1
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,995,2.0,1.0,34.82,2,995.0,3482000.0,3499.497487437186,1
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,2 BHK,Nentsan,900,1.0,1.0,44.0,2,900.0,4400000.0,4888.888888888889,1
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140,2.0,1.0,42.0,2,1140.0,4200000.0,3684.2105263157896,1
Super built-up  Area,Ready To Move,Ganga Nagar,3 BHK,,1480,2.0,2.0,125.0,3,1480.0,12500000.0,8445.945945945947,1
Super built-up  Area,18-May,Padmanabhanagar,3 BHK,,1710,2.0,2.0,90.63,3,1710.0,9063000.0,5300.0,0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2106,3.0,3.0,148.0,3,2106.0,14800000.0,7027.540360873694,0
Plot  Area,Ready To Move,Yeshwanthpur,9 Bedroom,,2400,6.0,2.0,270.0,9,2400.0,27000000.0,11250.0,1
Plot  Area,Ready To Move,Sadahalli,3 Bedroom,K ensad,3800,2.0,2.0,130.0,3,3800.0,13000000.0,3421.0526315789475,1
Plot  Area,Ready To Move,Vajarahalli,3 Bedroom,,800,3.0,2.0,120.0,3,800.0,12000000.0,15000.0,1
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,RookaJh,1602,2.0,1.0,104.0,2,1602.0,10400000.0,6491.8851435705365,1
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSndsod,1660,2.0,2.0,116.0,3,1660.0,11600000.0,6987.951807228916,1
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,SJmesst,1549,3.0,2.0,80.0,3,1549.0,8000000.0,5164.622336991608,1
Super built-up  Area,19-Mar,Marathahalli,1 BHK,Unezes ,700,1.0,1.0,38.0,1,700.0,3800000.0,5428.571428571428,0
Super built-up  Area,18-Dec,Balagere,2 BHK,Soresea,1012,2.0,1.0,64.0,2,1012.0,6400000.0,6324.110671936759,0
Super built-up  Area,19-Dec,Marathahalli,3 BHK,PrensKe,1469,3.0,1.0,89.0,3,1469.0,8900000.0,6058.543226684819,0
Super built-up  Area,18-Aug,Whitefield,2 BHK,Prtates,1216,2.0,1.0,69.0,2,1216.0,6900000.0,5674.3421052631575,0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1065,2.0,1.0,56.13,2,1065.0,5613000.0,5270.422535211268,1
Super built-up  Area,19-Mar,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,1.0,93.15,3,1411.0,9315000.0,6601.700921332388,0
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,Vatlede,1400,2.0,2.0,57.5,2,1400.0,5750000.0,4107.142857142857,1
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Deiveer,1250,3.0,2.0,29.0,3,1250.0,2900000.0,2320.0,1
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1245,2.0,3.0,62.0,2,1245.0,6200000.0,4979.919678714859,1
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2.0,1.0,50.0,2,1115.0,5000000.0,4484.304932735426,1
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,DSestil,1000,2.0,1.0,35.0,2,1000.0,3500000.0,3500.0,1
Super built-up  Area,18-Mar,Panathur,3 BHK,EcEONfe,1565 - 1595,3.0,0.0,71.89,3,1580.0,7189000.0,4550.0,0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Chllsev,1800,3.0,2.0,90.0,3,1800.0,9000000.0,5000.0,1
Super built-up  Area,Ready To Move,Mathikere,2 BHK,CSncele,1500,2.0,2.0,130.0,2,1500.0,13000000.0,8666.666666666666,1
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1,645.0,1645000.0,2550.3875968992247,0
Super built-up  Area,18-Jun,Kothannur,3 BHK,,1275,3.0,2.0,44.0,3,1275.0,4400000.0,3450.9803921568628,0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Esree8 ,1494,3.0,2.0,82.0,3,1494.0,8200000.0,5488.621151271754,1
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Prsun S,1949,3.0,2.0,129.0,3,1949.0,12900000.0,6618.778860954336,1
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Krberl ,1020,2.0,1.0,46.5,2,1020.0,4650000.0,4558.823529411765,1
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrawnRa,883,2.0,1.0,45.0,2,883.0,4500000.0,5096.262740656852,1
Built-up  Area,Ready To Move,Old Airport Road,4 BHK,,3200,4.0,2.0,280.0,4,3200.0,28000000.0,8750.0,1
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,,1680,6.0,1.0,125.0,6,1680.0,12500000.0,7440.476190476191,1
Super built-up  Area,Ready To Move,Anand nagar,3 BHK,,2010,3.0,3.0,125.0,3,2010.0,12500000.0,6218.905472636816,1
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1240,2.0,2.0,80.0,2,1240.0,8000000.0,6451.612903225807,1
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,,1213,2.0,1.0,63.0,2,1213.0,6300000.0,5193.734542456719,1
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835,3.0,3.0,88.0,3,1835.0,8800000.0,4795.6403269754765,1
Plot  Area,Ready To Move,Hoskote,9 Bedroom,,1800,10.0,3.0,185.0,9,1800.0,18500000.0,10277.777777777777,1
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,Kobhiil,2932,5.0,2.0,195.0,4,2932.0,19500000.0,6650.75034106412,1
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,,3425,5.0,2.0,250.0,4,3425.0,25000000.0,7299.270072992701,1
Built-up  Area,Ready To Move,Gottigere,2 BHK,Skvasa ,945,2.0,0.0,45.0,2,945.0,4500000.0,4761.9047619047615,1
Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,NChtsun,1504,2.0,2.0,100.0,3,1504.0,10000000.0,6648.936170212766,1
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1569,3.0,2.0,150.0,3,1569.0,15000000.0,9560.229445506691,1
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,130.0,3,1755.0,13000000.0,7407.407407407408,1
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,GoncyRe,1760,3.0,2.0,140.0,3,1760.0,14000000.0,7954.545454545455,1
Super built-up  Area,18-May,Hoodi,2 BHK,,1240,2.0,3.0,43.94,2,1240.0,4394000.0,3543.548387096774,0
Super built-up  Area,19-Dec,Electronics City Phase 1,3 BHK,Shitt S,1450,3.0,2.0,72.54,3,1450.0,7254000.000000001,5002.758620689656,0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Maodser,1000,2.0,0.0,48.0,2,1000.0,4800000.0,4800.0,1
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,3820,1.0,1.0,306.0,1,3820.0,30600000.0,8010.471204188481,1
Super built-up  Area,Ready To Move,Thyagaraja Nagar,5 BHK,,2000,4.0,2.0,145.0,5,2000.0,14500000.0,7250.0,1
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRlpank,1215,2.0,2.0,59.0,2,1215.0,5900000.0,4855.9670781893,1
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,,1330,3.0,3.0,73.5,3,1330.0,7350000.0,5526.315789473684,1
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2 BHK,Prllsan,1178,2.0,1.0,75.0,2,1178.0,7500000.0,6366.723259762309,0
Plot  Area,18-Aug,Hulimavu,4 Bedroom,ValleCi,1500,4.0,3.0,192.0,4,1500.0,19200000.0,12800.0,0
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,Aaityi ,2040,2.0,2.0,59.0,2,2040.0,5900000.0,2892.156862745098,1
Super built-up  Area,18-Mar,Bellandur,3 BHK,,2000,3.0,2.0,85.0,3,2000.0,8500000.0,4250.0,0
Super built-up  Area,18-May,Shanti Nagar,3 BHK,UbreeAn,1602,2.0,1.0,165.0,3,1602.0,16500000.0,10299.625468164793,0
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4 Bedroom,,1200,4.0,1.0,130.0,4,1200.0,13000000.0,10833.333333333334,1
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,46.0,2,1194.0,4600000.0,3852.5963149078725,1
Built-up  Area,Ready To Move,Jayamahal,3 BHK,Peace P,1800,3.0,1.0,220.0,3,1800.0,22000000.0,12222.222222222223,1
Plot  Area,Ready To Move,Dasarahalli,3 Bedroom,,2400,2.0,1.0,152.0,3,2400.0,15200000.0,6333.333333333333,1
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maantr ,1700,3.0,3.0,108.0,3,1700.0,10800000.0,6352.941176470588,1
Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1200,3.0,2.0,65.0,3,1200.0,6500000.0,5416.666666666667,1
Plot  Area,Ready To Move,Veer Sandra,3 Bedroom,Thessie,1500,3.0,0.0,72.0,3,1500.0,7200000.0,4800.0,1
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1240,3.0,2.0,165.0,3,1240.0,16500000.0,13306.451612903225,1
Built-up  Area,Ready To Move,Whitefield,3 Bedroom,,3000,3.0,2.0,400.0,3,3000.0,40000000.0,13333.333333333334,1
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1737,3.0,3.0,85.0,3,1737.0,8500000.0,4893.494530800231,1
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,55.0,2,900.0,5500000.0,6111.111111111111,1
Built-up  Area,Ready To Move,Chennappa Layout,3 BHK,Mawerer,1280,2.0,1.0,48.0,3,1280.0,4800000.0,3750.0,1
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Chhalut,1560,2.0,2.0,85.0,2,1560.0,8500000.0,5448.717948717948,1
Super built-up  Area,Ready To Move,Kambipura,2 BHK,,883,2.0,1.0,44.0,2,883.0,4400000.0,4983.012457531144,1
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,750,2.0,1.0,33.0,2,750.0,3300000.0,4400.0,1
Super built-up  Area,Ready To Move,Brookefield,4 BHK,Gotaten,2400,3.0,3.0,140.0,4,2400.0,14000000.0,5833.333333333333,1
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,NaaveEn,900,2.0,1.0,45.0,2,900.0,4500000.0,5000.0,1
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,1030,2.0,1.0,49.35,2,1030.0,4935000.0,4791.26213592233,1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,2.0,155.0,3,1850.0,15500000.0,8378.378378378378,1
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1831,3.0,1.0,110.0,3,1831.0,11000000.0,6007.646095030038,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,1095,2.0,1.0,38.33,2,1095.0,3833000.0,3500.4566210045664,1
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.13,3,1320.0,3813000.0000000005,2888.636363636364,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1270 - 1275,2.0,0.0,40.72,3,1272.5,4072000.0,3200.0,1
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1000,2.0,1.0,61.0,2,1000.0,6100000.0,6100.0,1
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,85.4,3,1820.0,8540000.0,4692.307692307692,1
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,41.0,3,1075.0,4100000.0,3813.953488372093,1
Plot  Area,18-May,TC Palaya,3 Bedroom,,1500,3.0,0.0,83.0,3,1500.0,8300000.0,5533.333333333333,0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 RK,,360,1.0,0.0,16.9,1,360.0,1689999.9999999998,4694.444444444443,1
Super built-up  Area,Ready To Move,Kadugodi,1 BHK,RatatHa,840 - 1010,1.0,0.0,40.7,1,925.0,4070000.0000000005,4400.000000000001,1
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1140,2.0,1.0,70.93,2,1140.0,7093000.000000001,6221.9298245614045,0
Super built-up  Area,18-Oct,Chennammana Kere,2 BHK,,1145,2.0,2.0,58.4,2,1145.0,5840000.0,5100.436681222707,0
Super built-up  Area,Ready To Move,RMV Extension Stage 2,3 BHK,,1862,3.0,3.0,120.0,3,1862.0,12000000.0,6444.68313641246,1
Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,,947,2.0,2.0,43.0,2,947.0,4300000.0,4540.654699049631,1
Built-up  Area,Ready To Move,Langford Town,4 BHK,,697Sq. Meter,4.0,2.0,211.0,4,7502.4383,21100000.0,2812.4189971678943,1
Plot  Area,Ready To Move,Chandra Layout,3 Bedroom,,700,3.0,2.0,195.0,3,700.0,19500000.0,27857.14285714286,1
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1120,2.0,2.0,40.0,2,1120.0,4000000.0,3571.4285714285716,1
Built-up  Area,Ready To Move,Sadanand Nagar,3 BHK,,2700,3.0,3.0,200.0,3,2700.0,20000000.0,7407.407407407408,1
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Matlelp,1805,2.0,2.0,75.0,3,1805.0,7500000.0,4155.124653739612,1
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1100,2.0,3.0,93.0,2,1100.0,9300000.0,8454.545454545454,1
Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1355,3.0,0.0,135.0,4,1355.0,13500000.0,9963.09963099631,1
Built-up  Area,18-Dec,"Whietfield,",3 BHK,,1677,3.0,2.0,98.0,3,1677.0,9800000.0,5843.768634466309,0
Built-up  Area,Ready To Move,Hosapalya,8 Bedroom,,2500,8.0,3.0,95.0,8,2500.0,9500000.0,3800.0,1
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1560,3.0,3.0,74.0,3,1560.0,7400000.0,4743.589743589743,1
Super built-up  Area,Ready To Move,Arekere,3 BHK,,2060,3.0,2.0,150.0,3,2060.0,15000000.0,7281.553398058252,1
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1716,2.0,0.0,115.0,3,1716.0,11500000.0,6701.631701631702,1
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1864,3.0,1.0,140.0,3,1864.0,14000000.0,7510.729613733905,1
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,638,1.0,1.0,32.0,1,638.0,3200000.0,5015.673981191223,1
Super built-up  Area,18-Dec,Chandapura,2 BHK,AMAKS O,937,2.0,1.0,30.0,2,937.0,3000000.0,3201.7075773745996,0
Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1490,2.0,1.0,115.0,3,1490.0,11500000.0,7718.120805369127,1
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,Meentan,4856,5.0,3.0,410.0,4,4856.0,41000000.0,8443.163097199342,1
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4003,6.0,1.0,525.0,4,4003.0,52500000.0,13115.16362727954,1
Super built-up  Area,17-May,Whitefield,2 BHK,SVineun,1100,2.0,1.0,37.0,2,1100.0,3700000.0,3363.6363636363635,0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Saowsi ,1000,2.0,2.0,48.53,2,1000.0,4853000.0,4853.0,1
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,1060,2.0,1.0,37.0,2,1060.0,3700000.0,3490.566037735849,1
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,91.0,2,1047.0,9100000.0,8691.499522445081,1
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2.0,2.0,80.0,2,1200.0,8000000.0,6666.666666666667,1
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1420,2.0,2.0,75.0,3,1420.0,7500000.0,5281.69014084507,1
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1539,3.0,2.0,85.0,3,1539.0,8500000.0,5523.066926575699,1
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh ,1550,3.0,1.0,59.0,3,1550.0,5900000.0,3806.451612903226,1
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1555,3.0,3.0,82.0,3,1555.0,8200000.0,5273.311897106109,1
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Srandir,1553,3.0,3.0,68.0,3,1553.0,6800000.0,4378.62202189311,1
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,920,2.0,2.0,26.0,2,920.0,2600000.0,2826.086956521739,1
Super built-up  Area,Ready To Move,Jeevan bima nagar,3 BHK,Lancysi,1740,3.0,3.0,120.0,3,1740.0,12000000.0,6896.551724137931,1
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,,1855,3.0,2.0,145.0,3,1855.0,14500000.0,7816.711590296496,1
Super built-up  Area,18-Mar,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,146.0,3,1724.0,14600000.0,8468.677494199535,0
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Inentva,1020,2.0,2.0,60.0,2,1020.0,6000000.0,5882.35294117647,1
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,1.0,50.0,3,1250.0,5000000.0,4000.0,1
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1450,3.0,2.0,75.0,3,1450.0,7500000.0,5172.413793103448,1
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1200,2.0,2.0,80.0,2,1200.0,8000000.0,6666.666666666667,1
Built-up  Area,Ready To Move,Haralur Road,2 BHK,Siows M,1140,2.0,2.0,58.0,2,1140.0,5800000.0,5087.7192982456145,1
Super built-up  Area,Ready To Move,Basava Nagar,1 BHK,SLionan,550,1.0,1.0,16.0,1,550.0,1600000.0,2909.090909090909,1
Super built-up  Area,17-Oct,Bannerghatta Road,3 BHK,SNillin,1450,3.0,1.0,44.0,3,1450.0,4400000.0,3034.4827586206898,0
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,35.07,2,700.0,3507000.0,5010.0,0
Plot  Area,18-Jul,Whitefield,3 Bedroom,,1200,3.0,1.0,56.0,3,1200.0,5600000.0,4666.666666666667,0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Apows M,1050,2.0,1.0,45.0,2,1050.0,4500000.0,4285.714285714285,1
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3.0,3.0,69.0,3,1600.0,6900000.0,4312.5,1
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1625,2.0,3.0,75.0,3,1625.0,7500000.0,4615.384615384615,1
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,AszarAl,1492,2.0,2.0,65.0,2,1492.0,6500000.0,4356.56836461126,1
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2830 - 2882,5.0,0.0,157.5,4,2856.0,15750000.0,5514.705882352941,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1489,2.0,3.0,82.0,3,1489.0,8200000.0,5507.051712558764,1
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,,1560,2.0,2.0,62.38,3,1560.0,6238000.0,3998.7179487179487,1
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140,2.0,2.0,42.0,2,1140.0,4200000.0,3684.2105263157896,1
Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,Vanusn ,1431,3.0,2.0,65.0,3,1431.0,6500000.0,4542.278127183788,1
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682,3.0,1.0,114.0,3,1682.0,11400000.0,6777.645659928657,1
Super built-up  Area,18-Feb,Panathur,2 BHK,Prcesvy,1198,2.0,1.0,86.26,2,1198.0,8626000.0,7200.33388981636,0
Plot  Area,18-May,Outer Ring Road East,3 Bedroom,PrstaTe,3664,3.0,2.0,325.0,3,3664.0,32500000.0,8870.087336244542,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SJityaz,1550,2.0,2.0,69.75,3,1550.0,6975000.0,4500.0,1
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,,1026,2.0,1.0,45.0,2,1026.0,4500000.0,4385.964912280701,1
Built-up  Area,Ready To Move,Hennur,3 BHK,,1260,2.0,2.0,52.0,3,1260.0,5200000.0,4126.984126984127,1
Plot  Area,Ready To Move,Singanayakanahalli,2 Bedroom,,690,2.0,0.0,42.0,2,690.0,4200000.0,6086.95652173913,1
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,Ahriaup,539,1.0,1.0,45.0,1,539.0,4500000.0,8348.794063079777,1
Built-up  Area,Ready To Move,Sarakki Nagar,4 Bedroom,,1200,4.0,1.0,85.0,4,1200.0,8500000.0,7083.333333333333,1
Built-up  Area,Ready To Move,Attibele,3 Bedroom,,2400,3.0,3.0,120.0,3,2400.0,12000000.0,5000.0,1
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1200,2.0,2.0,79.55,2,1200.0,7955000.0,6629.166666666667,1
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,,2500,5.0,2.0,350.0,4,2500.0,35000000.0,14000.0,1
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1186,2.0,2.0,40.0,3,1186.0,4000000.0,3372.681281618887,1
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLityee,1039,2.0,2.0,39.5,2,1039.0,3950000.0,3801.732435033686,1
Plot  Area,Ready To Move,Mahalakshmi Puram,4 Bedroom,,1500,5.0,3.0,233.0,4,1500.0,23300000.0,15533.333333333334,1
Plot  Area,Ready To Move,Gottigere,5 Bedroom,,1500,4.0,1.0,100.0,5,1500.0,10000000.0,6666.666666666667,1
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Maionra,2520,3.0,2.0,150.0,3,2520.0,15000000.0,5952.380952380952,1
Built-up  Area,Ready To Move,Brookefield,2 BHK,Roeekbl,1225,2.0,2.0,66.5,2,1225.0,6650000.0,5428.571428571428,1
Built-up  Area,Ready To Move,Bommanahalli,2 BHK,BlibuMa,1350,2.0,2.0,72.0,2,1350.0,7200000.0,5333.333333333333,1
Super built-up  Area,Ready To Move,Vittal Mallya Road,2 BHK,Pontspa,1030,2.0,2.0,300.0,2,1030.0,30000000.0,29126.21359223301,1
Built-up  Area,Ready To Move,Whitefield,3 BHK,,1550,2.0,2.0,49.6,3,1550.0,4960000.0,3200.0,1
Super built-up  Area,Ready To Move,Hoodi,3 BHK,,1490,3.0,2.0,79.0,3,1490.0,7900000.0,5302.013422818792,1
Super built-up  Area,Ready To Move,Brindavan Nagar,3 BHK,Mancy R,1520,3.0,2.0,111.0,3,1520.0,11100000.0,7302.631578947368,1
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,4100,4.0,2.0,550.0,4,4100.0,55000000.0,13414.634146341463,1
Built-up  Area,Ready To Move,Dena Bank Colony,3 BHK,Aliewe ,1391,2.0,3.0,64.5,3,1391.0,6450000.0,4636.951833213516,1
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Paentta,1200,2.0,2.0,50.0,2,1200.0,5000000.0,4166.666666666667,1
Plot  Area,Ready To Move,Kadabagere,4 Bedroom,,1200,4.0,2.0,86.0,4,1200.0,8600000.0,7166.666666666667,1
Plot  Area,Ready To Move,1st Block HBR Layout,5 Bedroom,,2500,6.0,3.0,500.0,5,2500.0,50000000.0,20000.0,1
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1322,2.0,2.0,80.0,2,1322.0,8000000.0,6051.437216338881,1
Super built-up  Area,19-Dec,Whitefield,3 BHK,Goted U,2173,3.0,2.0,128.0,3,2173.0,12800000.0,5890.473999079613,0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,AbiewLa,1200,2.0,2.0,75.0,2,1200.0,7500000.0,6250.0,1
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,,1200,2.0,2.0,47.0,2,1200.0,4700000.0,3916.6666666666665,1
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,,1170,2.0,2.0,65.0,2,1170.0,6500000.0,5555.555555555556,1
Super built-up  Area,17-Dec,NRI Layout,2 BHK,,1125,2.0,2.0,45.56,2,1125.0,4556000.0,4049.777777777778,0
Super built-up  Area,18-May,Devanahalli,1 BHK,Sabixtt,655 - 742,1.0,0.0,28.57,1,698.5,2857000.0,4090.1932712956336,0
Super built-up  Area,Ready To Move,Seetharampalya,2 BHK,ArierPr,1250,2.0,2.0,90.0,2,1250.0,9000000.0,7200.0,1
Super built-up  Area,19-Dec,Chandapura,2 BHK,SuVue S,1025,2.0,2.0,27.68,2,1025.0,2768000.0,2700.487804878049,0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,,1075,2.0,2.0,36.0,3,1075.0,3600000.0,3348.8372093023254,1
Super built-up  Area,Ready To Move,High grounds,3 BHK,,1900,2.0,2.0,190.0,3,1900.0,19000000.0,10000.0,1
